"名字";"国家";"联赛";"声望";"平均年龄";"收支结余";"转会预算";"转会余额";"工资预算";"状态";"TF";"YF";"JC";"球场容量";"平均上座";"评分";"潜力评分";"Unique ID"
"Badalona";"Spain";"Spanish Federation 2 Gr 3";"4,400";"27.8";"0";"0";"0";"0";"职业";"11";"11";"10";"4,170";"950";"64.4%";"69.3%";"6,706,380"
"Badak Lampung";"Indonesia";"League Three";"2,050";"0.0";"51,780";"0";"0";"0";"职业";"6";"8";"6";"20,000";"8,264";"0.0%";"0.0%";"41,063,730"
"Badajoz";"Spain";"Spanish Federation 2 Gr 4";"4,050";"28.5";"1,298,350";"240,320";"354,340";"69,360";"职业";"12";"12";"12";"14,175";"8,000";"65.1%";"68.7%";"67,180,027"
"Bacabal";"Brazil";"Lower Division";"1,298";"21.7";"243,620";"22,800";"22,800";"1,990";"职业";"4";"5";"5";"7,856";"1,434";"43.8%";"46.7%";"309,654"
"Baadraan";"Iran";"Jupiler Pro League";"3,500";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"15,000";"500";"0.0%";"0.0%";"23,325,060"
"Azuriz";"Brazil";"Lower Division";"2,367";"26.3";"15,830";"0";"0";"0";"职业";"10";"10";"8";"2,100";"250";"62.8%";"67.3%";"19,392,509"
"Azores Hidalgo";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"5";"5";"5";"2,500";"250";"0.0%";"0.0%";"2,000,023,575"
"Azam FC";"Tanzania";"Premier Division";"4,712";"0.0";"1,137,080";"0";"0";"0";"职业";"14";"12";"12";"10,000";"3,500";"0.0%";"0.0%";"13,100,986"
"AZ Alkmaar";"Netherlands";"Eredivisie";"6,736";"23.5";"49,296,660";"14,453,080";"14,124,690";"249,220";"职业";"20";"18";"18";"19,500";"16,994";"76.4%";"80.9%";"991"
"Ayval?kgücü Bld.";"Türkiye";"3. League Group 1";"2,650";"28.7";"25,110";"0";"0";"0";"职业";"3";"2";"2";"5,000";"350";"16.6%";"17.4%";"455,203"
"Ayutthaya Utd";"Thailand";"Thai League 2";"3,450";"0.0";"67,770";"0";"0";"0";"职业";"2";"3";"3";"6,000";"1,147";"0.0%";"0.0%";"23,348,779"
"Aymorés (MG)";"Brazil";"Lower Division";"1,300";"0.0";"0";"0";"0";"0";"职业";"5";"4";"3";"2,000";"400";"0.0%";"0.0%";"2,000,066,145"
"Ayeyawady Utd";"Myanmar";"National League";"2,650";"0.0";"187,980";"0";"0";"0";"职业";"4";"2";"2";"50,000";"4,000";"0.0%";"0.0%";"23,151,392"
"Ayense";"Mexico";"Third Division Group XIV";"2,250";"24.0";"0";"0";"0";"0";"职业";"4";"5";"4";"3,000";"250";"30.1%";"33.1%";"51,014,822"
"Ayéma FC";"Benin";"Beninese Ligue 1 - D";"2,500";"16.0";"45,940";"0";"0";"0";"职业";"6";"4";"6";"3,000";"250";"9.1%";"11.2%";"13,147,130"
"Ayacucho FC";"Peru";"First Division";"5,150";"37.0";"11,400";"0";"0";"0";"职业";"12";"7";"5";"15,000";"8,000";"5.7%";"5.7%";"77,005,834"
"Axiopolis Cernavod?";"Romania";"Liga IV Constan?a";"1,400";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"500";"250";"0.0%";"0.0%";"57,061,158"
"AVS SAD";"Portugal";"Primeira Liga";"4,499";"25.4";"-118,390";"275,370";"77,070";"75,920";"职业";"12";"10";"10";"6,230";"213";"70.3%";"74.5%";"2,000,263,090"
"Avion FC";"Cameroon";"Elite One B";"2,450";"0.0";"69,170";"0";"0";"0";"职业";"6";"6";"7";"30,000";"250";"0.0%";"0.0%";"13,192,190"
"Avilés";"Spain";"Spanish Federation 2 Gr 1";"3,705";"25.6";"1,349,740";"209,340";"290,380";"34,510";"职业";"8";"8";"11";"5,200";"2,000";"64.1%";"69.6%";"109,005"
"ávila";"Spain";"Spanish Federation 3 Gr 8";"2,950";"24.0";"0";"0";"0";"0";"职业";"7";"7";"8";"6,000";"600";"28.5%";"30.8%";"4,212,428"
"Aves SAD - EXT";"Portugal";"Jupiler Pro League";"4,500";"0.0";"0";"0";"0";"0";"职业";"10";"4";"5";"0";"250";"0.0%";"0.0%";"2,000,032,966"
"Avenida";"Brazil";"Lower Division";"2,528";"31.2";"300";"0";"0";"0";"职业";"4";"3";"3";"6,000";"1,500";"33.9%";"36.2%";"301,262"
"Avellino";"Italy";"Serie C/C";"4,796";"28.0";"2,960,260";"668,150";"747,610";"68,610";"职业";"5";"9";"7";"26,308";"5,407";"68.6%";"72.3%";"1,108"
"Avantul Reghin";"Romania";"Liga IV Mure?";"2,550";"0.0";"0";"0";"0";"0";"职业";"4";"5";"4";"5,000";"250";"0.0%";"0.0%";"57,000,781"
"Avangard Podolsk";"Russia";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"2";"1";"0";"250";"0.0%";"0.0%";"58,003,650"
"Avangard Kursk";"Russia";"Second Division A Silver";"3,351";"26.2";"54,170";"0";"0";"0";"职业";"9";"9";"8";"11,329";"1,792";"59.4%";"62.3%";"477,421"
"Avaí";"Brazil";"Brasileiro Série B";"5,658";"28.0";"-7,851,740";"68,120";"72,450";"61,870";"职业";"11";"10";"8";"17,800";"11,425";"69.4%";"73.5%";"107,208"
"Auto Esporte (PI)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"5";"2";"4";"5,144";"750";"0.0%";"0.0%";"313,367"
"Auto Esporte (PB)";"Brazil";"Lower Division";"1,256";"21.4";"293,300";"26,390";"26,390";"1,800";"职业";"5";"3";"2";"35,000";"2,700";"34.9%";"37.8%";"309,643"
"Austin II";"U.S.A.";"Western Conference";"3,250";"21.6";"0";"0";"0";"0";"职业";"2";"1";"1";"0";"250";"61.4%";"67.7%";"2,000,152,203"
"Austin FC";"U.S.A.";"MLS";"6,095";"24.4";"52,718,100";"12,217,820";"12,217,820";"146,930";"职业";"20";"15";"11";"20,738";"20,750";"71.5%";"75.3%";"72,053,036"
"Austin Bold";"U.S.A.";"Jupiler Pro League";"4,000";"0.0";"106,020";"0";"0";"0";"职业";"7";"4";"4";"5,000";"2,357";"0.0%";"0.0%";"20,046,408"
"Austin Aztex";"U.S.A.";"Jupiler Pro League";"3,500";"0.0";"0";"0";"0";"0";"职业";"6";"3";"3";"6,500";"3,086";"0.0%";"0.0%";"20,018,913"
"Aurora FC";"Guatemala";"Primera División";"2,750";"33.0";"0";"0";"0";"0";"职业";"9";"9";"12";"12,453";"300";"5.4%";"5.4%";"105,188"
"Aurora";"Bolivia";"Premier Division";"3,800";"0.0";"1,672,640";"0";"0";"0";"职业";"10";"9";"9";"32,303";"6,250";"0.0%";"0.0%";"8,826,562"
"Augsburg";"Germany";"Bundesliga";"6,629";"26.0";"27,022,510";"12,156,790";"13,990,380";"634,070";"职业";"18";"15";"13";"30,660";"26,347";"76.2%";"79.4%";"2,238"
"Audax S?o Paulo";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"13";"10";"6";"10,800";"500";"0.0%";"0.0%";"2,102,147"
"Audax Rio";"Brazil";"Lower Division";"2,852";"25.9";"900";"0";"0";"0";"职业";"8";"8";"10";"8,500";"90";"61.4%";"65.5%";"19,076,257"
"Audax (SP)";"Brazil";"Lower Division";"1,400";"0.0";"122,970";"0";"0";"0";"职业";"12";"12";"10";"17,430";"1,500";"0.0%";"0.0%";"19,227,768"
"Audax";"Chile";"First Division";"5,250";"26.6";"7,420,050";"0";"0";"0";"职业";"13";"11";"12";"12,000";"2,100";"70.1%";"74.1%";"130,778"
"Auda";"Latvia";"Optibet Virsliga";"2,650";"23.0";"1,892,310";"0";"0";"0";"职业";"5";"5";"6";"8,000";"250";"5.7%";"6.2%";"485,686"
"Aucas";"Ecuador";"Serie A";"5,737";"24.5";"7,090,820";"0";"0";"0";"职业";"9";"9";"10";"18,799";"3,443";"62.2%";"69.2%";"308,091"
"Atyray";"Kazakhstan";"Kazakhstan Premier League";"4,300";"28.3";"0";"0";"0";"0";"职业";"5";"8";"8";"8,900";"3,000";"17.7%";"18.5%";"494,161"
"Atyrá";"Paraguay";"Intermedia";"2,500";"16.0";"0";"0";"0";"0";"职业";"7";"6";"6";"10,000";"250";"4.7%";"5.8%";"79,033,840"
"Attram de Visser";"Ghana";"Division One - Zone 3";"1,900";"0.0";"0";"0";"0";"0";"职业";"7";"7";"10";"5,000";"250";"0.0%";"0.0%";"13,194,039"
"Atromitos";"Greece";"Super League 1";"5,450";"26.4";"-2,051,300";"-51,200";"124,670";"94,780";"职业";"11";"12";"13";"8,969";"1,549";"70.7%";"74.0%";"129,692"
"Atlético Vega Real";"Dominican Republic";"LDF";"2,300";"0.0";"0";"0";"0";"0";"职业";"4";"5";"5";"7,000";"500";"0.0%";"0.0%";"82,070,529"
"Atlético Universitário";"Brazil";"Lower Division";"600";"0.0";"0";"0";"0";"0";"职业";"3";"4";"4";"3,000";"1,000";"0.0%";"0.0%";"311,959"
"Atlético Tubar?o";"Brazil";"Lower Division";"1,000";"0.0";"8,770";"0";"0";"0";"职业";"4";"3";"3";"3,500";"329";"0.0%";"0.0%";"19,009,037"
"Atlético Torres";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"6";"7";"10";"46,154";"150";"0.0%";"0.0%";"2,000,209,180"
"Atlético Torino";"Peru";"Copa Peru";"3,600";"0.0";"14,630";"0";"0";"0";"职业";"5";"2";"2";"8,000";"8,000";"0.0%";"0.0%";"5,290,630"
"Atlético TC";"Brazil";"Lower Division";"750";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"5,000";"820";"0.0%";"0.0%";"310,902"
"Atlético Taguatinga";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"5";"7";"5";"3,000";"1,500";"0.0%";"0.0%";"303,861"
"Atlético Sorocaba";"Brazil";"Jupiler Pro League";"750";"0.0";"0";"0";"0";"0";"职业";"10";"5";"5";"13,772";"3,000";"0.0%";"0.0%";"311,030"
"Atlético Roraima";"Brazil";"Lower Division";"950";"16.0";"0";"0";"0";"0";"职业";"7";"6";"6";"5,000";"2,500";"13.2%";"20.0%";"309,145"
"Atlético Potengi";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"5";"2";"2";"4,500";"1,200";"0.0%";"0.0%";"318,920"
"Atlético Pernambucano";"Brazil";"Lower Division";"800";"0.0";"9,840";"0";"0";"0";"职业";"5";"4";"4";"3,500";"214";"0.0%";"0.0%";"19,023,857"
"Atlético Patrocinense";"Brazil";"Fourth Division";"2,384";"26.6";"210,190";"0";"0";"0";"职业";"2";"2";"3";"8,633";"1,375";"63.1%";"67.7%";"19,295,431"
"Atlético Paso";"Spain";"Spanish Federation 2 Gr 5";"2,800";"30.2";"0";"0";"0";"0";"职业";"7";"6";"6";"4,500";"700";"63.1%";"65.4%";"67,291,347"
"Atlético Paraense";"Brazil";"Lower Division";"700";"0.0";"0";"0";"0";"0";"职业";"5";"5";"4";"10,000";"200";"0.0%";"0.0%";"19,372,315"
"Atlético Pamplona B";"Spain";"Spanish Federation 1A";"4,650";"22.4";"0";"0";"0";"0";"职业";"3";"2";"1";"4,000";"900";"64.0%";"69.9%";"4,200,564"
"Atlético Ottawa";"Canada";"Canadian Premier League";"4,498";"21.1";"0";"0";"0";"0";"职业";"14";"14";"10";"24,000";"4,500";"59.7%";"66.4%";"20,503,663"
"Atlético Nacional";"Colombia";"First Division";"6,354";"31.6";"7,000,780";"0";"0";"0";"职业";"16";"16";"14";"45,943";"27,000";"33.4%";"33.9%";"427"
"Atlético Mutsamudu";"Comoros";"Lower League";"500";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"2,500";"250";"0.0%";"0.0%";"13,199,908"
"Atlético Mogi";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"3";"4";"4";"14,384";"240";"0.0%";"0.0%";"19,042,951"
"Atlético Minero (PER)";"Peru";"Copa Peru";"1,750";"0.0";"5,560";"0";"0";"0";"职业";"2";"1";"2";"12,000";"4,000";"0.0%";"0.0%";"77,000,393"
"Atlético Mineiro B";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"12";"12";"12";"2,000";"1,000";"0.0%";"0.0%";"19,340,916"
"Atlético Mineiro";"Brazil";"Brasileiro Série A";"7,498";"28.0";"22,072,580";"16,629,060";"16,629,060";"418,810";"职业";"20";"20";"14";"44,892";"35,923";"76.7%";"78.6%";"314"
"Atlético Matogrossense";"Brazil";"Jupiler Pro League";"500";"0.0";"0";"0";"0";"0";"职业";"4";"4";"3";"44,000";"250";"0.0%";"0.0%";"313,903"
"Atlético Marte";"El Salvador";"Segunda División";"2,500";"0.0";"0";"0";"0";"0";"职业";"5";"5";"11";"58,360";"450";"0.0%";"0.0%";"102,362"
"Atlético Madrid";"Spain";"La Liga";"8,618";"26.3";"50,911,490";"75,659,520";"36,997,140";"2,656,650";"职业";"20";"19";"17";"68,456";"56,670";"82.7%";"86.0%";"1,687"
"Atletico Lusaka";"Zambia";"First Division";"1,950";"0.0";"119,850";"0";"0";"0";"职业";"7";"8";"10";"500";"250";"0.0%";"0.0%";"2,000,201,467"
"Atlético La Cruz";"Venezuela";"Second Division";"3,000";"16.0";"0";"0";"0";"0";"职业";"3";"3";"3";"8,000";"250";"47.1%";"60.1%";"2,000,094,597"
"Atlético Junior (HON)";"Honduras";"Lower Leagues";"2,000";"0.0";"0";"0";"0";"0";"职业";"5";"5";"11";"0";"250";"0.0%";"0.0%";"87,010,718"
"Atlético Itajaí";"Brazil";"Jupiler Pro League";"650";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"10,000";"300";"0.0%";"0.0%";"19,293,900"
"Atlético Huila";"Colombia";"Second Division";"5,550";"31.0";"179,370";"0";"0";"0";"职业";"9";"9";"9";"27,000";"3,750";"18.1%";"18.5%";"130,804"
"Atlético Grau";"Peru";"Second Division";"4,750";"32.0";"35,990";"0";"0";"0";"职业";"7";"6";"10";"25,000";"7,000";"6.4%";"6.4%";"5,290,560"
"Atlético Goianiense";"Brazil";"Brasileiro Série A";"6,053";"27.5";"1,636,750";"980,150";"22,820";"179,080";"职业";"11";"8";"8";"12,500";"13,959";"73.0%";"76.1%";"301,151"
"Atlético Gloriense";"Brazil";"Lower Division";"807";"0.0";"0";"0";"0";"0";"职业";"3";"4";"4";"3,000";"180";"0.0%";"0.0%";"19,081,219"
"Atlético El Vigía";"Venezuela";"Second Division";"3,000";"16.1";"496,710";"0";"0";"0";"职业";"6";"5";"5";"12,785";"250";"46.8%";"60.9%";"5,300,361"
"Atlético de Cali F.C.";"Colombia";"Second Division";"5,250";"0.0";"0";"0";"0";"0";"职业";"6";"9";"9";"37,899";"750";"0.0%";"0.0%";"2,200,063"
"Atlético de Cajazeiras";"Brazil";"Lower Division";"812";"20.0";"0";"0";"0";"0";"职业";"8";"6";"6";"12,000";"1,900";"14.1%";"15.6%";"311,951"
"Atlético de Alagoinhas";"Brazil";"Fourth Division";"3,052";"25.9";"47,380";"0";"0";"0";"职业";"8";"6";"6";"16,000";"3,500";"46.4%";"50.2%";"301,113"
"Atlético CP";"Portugal";"PT 3rd Division S";"4,500";"26.7";"0";"0";"0";"0";"职业";"11";"8";"9";"4,000";"363";"63.7%";"67.2%";"2,440"
"Atlético Cerrado";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"2";"3";"3";"4,000";"300";"0.0%";"0.0%";"19,140,897"
"Atlético Cearense";"Brazil";"Fourth Division";"2,812";"24.3";"34,510";"0";"0";"0";"职业";"8";"7";"5";"22,000";"2,500";"60.6%";"66.0%";"310,392"
"Atlético Catarinense";"Brazil";"Lower Division";"2,201";"23.8";"762,820";"76,810";"76,810";"2,470";"职业";"5";"5";"6";"3,000";"180";"46.2%";"48.7%";"19,214,762"
"Atlético Carioca";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"5";"5";"4";"4,000";"200";"0.0%";"0.0%";"19,354,605"
"Atlético Bucaramanga";"Colombia";"First Division";"5,650";"36.5";"636,480";"0";"0";"0";"职业";"10";"9";"9";"28,000";"13,000";"13.1%";"13.1%";"130,802"
"Atlético Batistense";"Brazil";"Lower Division";"450";"0.0";"0";"0";"0";"0";"职业";"3";"3";"2";"2,500";"200";"0.0%";"0.0%";"2,000,067,549"
"Atlético Amazonense";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"4";"4";"4";"11,000";"200";"0.0%";"0.0%";"2,000,049,649"
"Atlético (ES)";"Brazil";"Lower Division";"1,000";"0.0";"0";"0";"0";"0";"职业";"3";"3";"4";"3,000";"100";"0.0%";"0.0%";"19,156,147"
"Atletas Campesinos";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"6";"5";"2";"0";"250";"0.0%";"0.0%";"5,662,364"
"Atlas Premier";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"2";"1";"1";"750";"600";"0.0%";"0.0%";"51,052,394"
"Atlas B";"Mexico";"Jupiler Pro League";"1,350";"0.0";"1,470";"0";"0";"0";"职业";"13";"14";"12";"0";"250";"0.0%";"0.0%";"5,666,902"
"Atlas Académicos";"Mexico";"Jupiler Pro League";"1,000";"0.0";"0";"0";"0";"0";"职业";"6";"14";"12";"1,000";"250";"0.0%";"0.0%";"51,014,775"
"Atlas (ARG)";"Argentina";"Fourth Division AFA";"3,300";"28.1";"0";"0";"0";"0";"职业";"8";"7";"4";"800";"700";"42.2%";"42.8%";"955,220"
"Atlas";"Mexico";"Liga MX";"6,429";"28.2";"13,723,900";"10,285,340";"5,630,400";"185,850";"职业";"16";"12";"13";"56,713";"14,371";"72.1%";"75.0%";"106,027"
"Atlantico";"Brazil";"Jupiler Pro League";"500";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"1,000";"750";"0.0%";"0.0%";"319,117"
"Atlante Tabasco";"Mexico";"Jupiler Pro League";"1,000";"0.0";"0";"0";"0";"0";"职业";"7";"7";"6";"0";"1,200";"0.0%";"0.0%";"51,034,522"
"Atlante III";"Mexico";"Jupiler Pro League";"850";"0.0";"0";"0";"0";"0";"职业";"8";"4";"9";"500";"250";"0.0%";"0.0%";"51,071,439"
"Atlante";"Mexico";"Expansion League";"5,137";"24.0";"2,122,380";"387,190";"309,650";"38,120";"职业";"9";"9";"8";"35,161";"4,295";"66.2%";"72.5%";"102,356"
"Atlanta United 2";"U.S.A.";"Eastern Conference";"3,500";"22.4";"0";"0";"0";"0";"职业";"3";"2";"1";"8,318";"560";"63.1%";"69.9%";"20,046,402"
"Atlanta United";"U.S.A.";"MLS";"6,483";"25.8";"98,449,910";"22,624,820";"22,624,820";"261,890";"职业";"20";"17";"13";"73,019";"47,554";"71.1%";"75.4%";"72,047,296"
"Atlanta Silverbacks";"U.S.A.";"Jupiler Pro League";"1,750";"0.0";"0";"0";"0";"0";"职业";"12";"1";"1";"5,000";"4,450";"0.0%";"0.0%";"975,911"
"Atlanta SC";"U.S.A.";"Jupiler Pro League";"1,500";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"0";"250";"0.0%";"0.0%";"20,049,731"
"Atlanta (NASL)";"U.S.A.";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"14";"9";"4";"0";"7,350";"0.0%";"0.0%";"72,023,995"
"Atlanta";"Argentina";"Second Division";"5,245";"25.1";"696,920";"2,662,240";"2,522,320";"22,200";"职业";"10";"11";"6";"12,000";"5,547";"68.1%";"71.1%";"108,517"
"Atlant";"Belarus";"Lower League";"1,600";"0.0";"9,950";"0";"0";"0";"职业";"6";"1";"7";"3,280";"542";"0.0%";"0.0%";"17,000,070"
"Atl. Tucumán";"Argentina";"Primera División";"5,936";"25.9";"2,055,410";"1,903,030";"1,629,120";"119,970";"职业";"12";"9";"10";"35,200";"18,976";"73.3%";"75.4%";"102,474"
"Atl. Rafaela";"Argentina";"Second Division";"5,283";"25.3";"4,107,520";"6,574,080";"6,516,050";"23,350";"职业";"14";"12";"13";"14,660";"6,006";"68.0%";"70.9%";"102,472"
"Atl. Lugano";"Argentina";"Fifth Division AFA";"2,850";"25.4";"59,670";"0";"0";"0";"职业";"4";"5";"4";"1,500";"800";"46.3%";"48.4%";"952,744"
"Athletic Club (MG)";"Brazil";"Brasileiro Série C";"3,458";"28.9";"1,207,250";"124,170";"124,170";"10,090";"职业";"5";"5";"5";"6,000";"115";"48.5%";"50.5%";"19,342,677"
"Athletic Bilbao B";"Spain";"Spanish Federation 1A";"5,145";"21.3";"0";"0";"0";"0";"职业";"1";"1";"1";"3,200";"2,000";"64.5%";"72.0%";"1,665"
"Athletic Bilbao";"Spain";"La Liga";"7,751";"25.2";"130,440,830";"25,000,000";"71,598,780";"765,000";"职业";"18";"17";"17";"53,332";"44,173";"77.8%";"81.0%";"1,664"
"Atenas de San Carlos";"Uruguay";"Second Professional";"3,700";"26.0";"340";"0";"0";"0";"职业";"6";"7";"10";"4,900";"410";"6.1%";"6.3%";"8,825,225"
"Atenas (Río Cuarto)";"Argentina";"Federal A";"3,750";"27.2";"7,410";"0";"0";"0";"职业";"6";"4";"5";"7,000";"600";"64.3%";"67.4%";"14,031,218"
"Atalanta";"Italy";"Serie A";"7,408";"25.1";"192,502,030";"45,723,600";"140,060,160";"1,328,000";"职业";"17";"17";"17";"24,950";"19,375";"79.5%";"83.3%";"1,106"
"At. Zacatepec";"Mexico";"Jupiler Pro League";"1,500";"0.0";"1,270,520";"0";"0";"0";"职业";"7";"9";"7";"24,443";"3,264";"0.0%";"0.0%";"51,066,844"
"At. Veracruz";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"10";"8";"6";"30,000";"2,500";"0.0%";"0.0%";"51,041,483"
"At. San Luis B";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"7";"7";"8";"2,000";"400";"0.0%";"0.0%";"51,039,168"
"At. San Luis";"Mexico";"Liga MX";"5,907";"25.8";"16,366,020";"6,930,800";"4,884,950";"172,850";"职业";"14";"12";"10";"28,000";"16,041";"71.2%";"75.8%";"5,661,074"
"At. San Francisco";"Mexico";"Jupiler Pro League";"3,150";"0.0";"0";"0";"0";"0";"职业";"5";"5";"6";"0";"250";"0.0%";"0.0%";"51,014,838"
"At. Reynosa";"Mexico";"Jupiler Pro League";"3,800";"24.6";"0";"0";"0";"0";"职业";"9";"6";"4";"15,000";"250";"57.9%";"64.0%";"51,066,947"
"At. Pachuca";"Mexico";"Premier League Serie B";"2,450";"21.9";"6,380";"0";"0";"0";"职业";"5";"5";"4";"900";"250";"41.1%";"45.6%";"2,000,160,090"
"At. La Paz";"Mexico";"Expansion League";"4,395";"23.9";"344,660";"84,350";"59,260";"19,910";"职业";"7";"5";"7";"15,000";"2,839";"62.6%";"69.4%";"2,000,193,551"
"At. Jalisco";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"8";"6";"6";"30,015";"2,500";"0.0%";"0.0%";"2,000,023,848"
"At. Coatzacoalcos";"Mexico";"Jupiler Pro League";"3,200";"0.0";"4,570";"0";"0";"0";"职业";"8";"6";"5";"4,800";"2,000";"0.0%";"0.0%";"51,039,163"
"At. Celaya";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"11";"6";"5";"0";"250";"0.0%";"0.0%";"1,252"
"At. Capitalino";"Mexico";"Jupiler Pro League";"3,450";"24.5";"13,730";"0";"0";"0";"职业";"7";"5";"6";"900";"2,500";"52.9%";"58.2%";"2,000,023,846"
"At. Angelópolis";"Mexico";"Jupiler Pro League";"1,250";"0.0";"0";"0";"0";"0";"职业";"6";"6";"4";"800";"250";"0.0%";"0.0%";"2,000,193,809"
"Aswan";"Egypt";"Second Division - Group 1";"4,000";"0.0";"95,380";"0";"0";"0";"职业";"8";"10";"7";"20,000";"25,000";"0.0%";"0.0%";"5,370,014"
"Astrakhan";"Russia";"Second Division B Group 4";"2,103";"22.5";"4,310";"0";"0";"0";"职业";"1";"3";"5";"3,000";"710";"10.8%";"11.8%";"58,035,168"
"Aston Villa";"England";"Premier League";"7,237";"25.8";"107,239,200";"110,214,390";"88,658,390";"2,644,430";"职业";"20";"18";"15";"42,777";"41,907";"82.0%";"84.9%";"603"
"Asteras Tripolis";"Greece";"Super League 1";"5,396";"24.1";"-2,846,380";"-183,520";"-104,470";"60,500";"职业";"10";"11";"12";"7,423";"1,265";"68.5%";"72.5%";"694,366"
"Aster Brasil";"Brazil";"Lower Division";"800";"0.0";"0";"0";"0";"0";"职业";"10";"7";"8";"21,000";"100";"0.0%";"0.0%";"2,000,085,733"
"Astana";"Kazakhstan";"Kazakhstan Premier League";"6,194";"30.2";"8,777,840";"0";"0";"0";"职业";"10";"11";"7";"30,200";"3,000";"36.9%";"37.9%";"59,041,139"
"Asswehly";"Libya";"First Division";"3,912";"0.0";"6,746,270";"0";"0";"0";"职业";"8";"7";"6";"15,000";"8,000";"0.0%";"0.0%";"5,341,594"
"ASSU";"Brazil";"Lower Division";"900";"0.0";"0";"0";"0";"0";"职业";"6";"4";"3";"12,000";"1,200";"0.0%";"0.0%";"309,633"
"Assiut Cement";"Egypt";"Second Division - Group 1";"3,000";"22.0";"0";"0";"0";"0";"职业";"7";"12";"4";"25,000";"250";"5.5%";"6.1%";"8,631,279"
"Assisense";"Brazil";"Lower Division";"550";"0.0";"0";"0";"0";"0";"职业";"2";"2";"3";"8,525";"104";"0.0%";"0.0%";"19,009,824"
"ASSE";"France";"Ligue 1";"6,968";"27.3";"11,240,910";"17,335,640";"9,174,820";"331,170";"职业";"19";"17";"16";"42,000";"27,508";"73.8%";"76.8%";"828"
"ASO Chlef";"Algeria";"League 1";"4,250";"0.0";"463,920";"0";"0";"0";"职业";"10";"10";"12";"18,000";"20,000";"0.0%";"0.0%";"7,600,575"
"ASN NIGELEC";"Niger";"Premier Division";"2,500";"0.0";"0";"0";"0";"0";"职业";"6";"6";"5";"30,000";"250";"0.0%";"0.0%";"13,145,191"
"ASKO de Kara";"Togo";"Togolese First Division";"3,000";"0.0";"230,140";"0";"0";"0";"职业";"7";"4";"7";"2,000";"250";"0.0%";"0.0%";"5,341,688"
"ASIL";"Cyprus";"Second Division";"3,800";"27.0";"36,070";"0";"0";"0";"职业";"3";"3";"3";"7,000";"100";"5.5%";"5.7%";"149,276"
"ASI d'Abengourou";"Ivory Coast";"Ivorian Ligue 1";"3,250";"16.0";"74,680";"0";"0";"0";"职业";"6";"3";"3";"3,000";"250";"8.4%";"10.9%";"13,110,144"
"Ashanti Gold";"Ghana";"Lower Division";"2,000";"16.0";"0";"0";"0";"0";"职业";"9";"12";"12";"20,000";"250";"5.4%";"6.9%";"131,267"
"Ashanti GB";"Guinea";"Premier Division";"3,500";"0.0";"141,360";"0";"0";"0";"职业";"7";"5";"6";"2,000";"250";"0.0%";"0.0%";"13,100,697"
"AS-GNN";"Niger";"Premier Division";"2,564";"0.0";"148,440";"0";"0";"0";"职业";"7";"6";"6";"30,000";"250";"0.0%";"0.0%";"13,133,303"
"A?gabat";"Turkmenistan";"Higher League";"2,950";"0.0";"0";"0";"0";"0";"职业";"3";"2";"2";"20,000";"400";"0.0%";"0.0%";"59,002,144"
"ASFA-Yennenga";"Burkina Faso";"Burkinabé D1";"3,250";"0.0";"112,020";"0";"0";"0";"职业";"6";"3";"7";"15,000";"8,000";"0.0%";"0.0%";"5,341,697"
"ASEEV";"Brazil";"Lower Division";"1,050";"0.0";"120";"0";"0";"0";"职业";"5";"6";"6";"2,000";"200";"0.0%";"0.0%";"19,071,614"
