name,age,nationality,club,league,position,overall,potential,value,wage,height,weight,preferred_foot,pace,shooting,passing,dribbling,defending,physical
Dinis Ferreira,25,Portugal,Empoli,Serie A,RW,60,59,7800000,1000,175,74,Right,64,61,62,61,36,69
Pablo González,32,Spain,Empoli,Serie A,CF,61,56,5490000,1000,181,79,Right,64,67,53,59,36,71
Benicio López,29,Argentina,Empoli,Serie A,ST,66,63,7920000,1000,187,86,Right,61,69,73,68,42,66
Francesco Rossi,21,Italy,Empoli,Serie A,ST,64,62,8236800,1000,180,78,Right,59,57,66,66,52,73
Gabriel Bernard,23,France,Empoli,Serie A,ST,59,61,7670000,1000,182,76,Left,69,70,62,69,35,57
Daan Bakker,23,Netherlands,Verona,Serie A,GK,64,61,8320000,1000,186,74,Right,54,40,50,46,62,56
Alejandro García,27,Spain,Verona,Serie A,GK,58,53,7540000,1000,186,81,Right,38,29,47,51,61,51
Mateo Rodríguez,30,Argentina,Verona,Serie A,CB,57,59,6270000,1000,187,77,Left,53,40,63,52,61,60
Max Fischer,26,Germany,Verona,Serie A,CB,62,59,8060000,1000,189,76,Right,67,55,55,62,75,60
Gabriele Rossi,22,Italy,Verona,Serie A,CB,66,76,9009000,1000,184,72,Right,59,47,60,54,79,70
Oliver Jones,28,England,Verona,Serie A,CB,56,56,7280000,1000,191,78,Right,48,34,50,58,65,60
Gael Pereira,32,Brazil,Verona,Serie A,LB,58,72,5220000,1000,176,76,Right,64,44,63,55,62,66
Francesco Esposito,29,Italy,Verona,Serie A,LB,58,54,6960000,1000,185,80,Right,51,45,51,61,62,58
Alessandro Russo,26,Italy,Verona,Serie A,RB,65,61,8450000,1000,172,66,Left,65,46,65,51,73,73
Noah Schmidt,27,Germany,Verona,Serie A,RB,64,70,8320000,1000,180,72,Right,59,59,69,58,61,59
Felix Weber,28,Germany,Verona,Serie A,CDM,58,67,7540000,1000,192,85,Right,59,56,65,67,57,69
Louis Peeters,21,Belgium,Verona,Serie A,CDM,67,65,8622900,1000,192,87,Right,71,63,74,63,68,73
Sem Van den Berg,34,Netherlands,Verona,Serie A,CM,61,70,4270000,1000,172,73,Left,63,58,60,71,62,68
Miguel Rodrigues,27,Brazil,Verona,Serie A,CM,56,66,7280000,1000,170,59,Left,55,61,59,49,53,51
Benicio Gómez,25,Argentina,Verona,Serie A,CM,57,68,7410000,1000,184,73,Left,47,62,65,60,64,71
Harry Johnson,28,England,Verona,Serie A,CAM,60,72,7800000,1000,174,61,Right,68,55,61,71,43,48
Gael Oliveira,24,Brazil,Verona,Serie A,CAM,60,72,7800000,1000,174,66,Left,59,59,55,72,48,60
Gael Souza,26,Brazil,Verona,Serie A,LM,65,61,8450000,1000,170,66,Left,61,72,68,74,48,57
Arthur Santos,24,Brazil,Verona,Serie A,RM,67,62,8710000,1000,180,73,Right,76,61,67,82,51,52
Bruno Rodríguez,30,Argentina,Verona,Serie A,LW,67,77,7370000,1000,171,72,Right,69,57,61,79,37,59
Harry Johnson,29,England,Verona,Serie A,RW,65,70,7800000,1000,177,73,Left,79,65,59,76,38,75
Lucas Durand,29,France,Verona,Serie A,CF,69,78,8280000,1000,182,72,Right,65,64,61,84,55,76
Louis Peeters,26,Belgium,Verona,Serie A,ST,63,69,8190000,1000,185,71,Right,65,67,70,76,36,57
Leo Pérez,24,Spain,Verona,Serie A,ST,63,70,8190000,1000,187,73,Right,68,70,63,69,48,64
Liam Peeters,28,Belgium,Verona,Serie A,ST,64,64,8320000,1000,187,73,Right,78,67,72,79,35,63
Gael Alves,23,Brazil,Cagliari,Serie A,GK,64,61,8320000,1000,186,84,Right,52,48,56,51,68,62
Gabriel Silva,24,Brazil,Cagliari,Serie A,GK,64,69,8320000,1000,189,89,Right,41,41,62,46,63,55
Felix Fischer,31,Germany,Cagliari,Serie A,CB,52,63,5200000,1000,187,79,Right,54,46,61,42,67,59
Lucas Robert,28,France,Cagliari,Serie A,CB,67,67,8710000,1000,188,74,Right,66,47,64,56,70,67
Mattia Rossi,33,Italy,Cagliari,Serie A,CB,53,56,4240000,1000,184,84,Right,47,37,46,48,58,55
Bautista Martínez,29,Argentina,Cagliari,Serie A,CB,62,67,7440000,1000,190,85,Right,52,49,57,62,75,69
Oliver Jones,23,England,Cagliari,Serie A,LB,63,72,8190000,1000,171,65,Left,60,42,72,58,77,67
Gael Souza,34,Brazil,Cagliari,Serie A,LB,54,59,3779999,1000,174,73,Left,45,37,44,43,68,62
Juan Rodríguez,28,Argentina,Cagliari,Serie A,RB,57,55,7410000,1000,185,80,Left,66,36,51,42,61,54
Thiago Gómez,22,Argentina,Cagliari,Serie A,RB,63,65,8271900,1000,175,74,Right,72,44,68,48,70,65
Felix Müller,24,Germany,Cagliari,Serie A,CDM,55,57,7150000,1000,192,82,Right,46,49,67,56,45,55
Max Wagner,22,Germany,Cagliari,Serie A,CDM,53,51,6821100,1000,192,84,Right,50,44,59,62,50,63
Victor Janssens,30,Belgium,Cagliari,Serie A,CM,53,48,5830000,1000,171,58,Left,53,51,51,55,47,53
Pedro Rodrigues,32,Brazil,Cagliari,Serie A,CM,67,64,6030000,1000,181,78,Right,66,52,76,75,76,66
Leonardo Bianchi,33,Italy,Cagliari,Serie A,CM,63,64,5040000,1000,174,68,Left,65,68,78,67,67,75
Mateo Martínez,27,Spain,Cagliari,Serie A,CAM,61,70,7930000,1000,179,73,Right,56,54,75,65,52,52
Noah Janssens,31,Belgium,Cagliari,Serie A,CAM,66,76,6600000,1000,183,82,Right,74,66,62,72,51,66
Bautista Gómez,21,Argentina,Cagliari,Serie A,LM,57,69,7854600,1000,172,69,Right,53,60,54,71,38,46
Finn Schmidt,31,Germany,Cagliari,Serie A,RM,55,62,5500000,1000,185,85,Left,62,65,65,70,48,46
Heitor Oliveira,22,Brazil,Cagliari,Serie A,LW,58,68,7917000,1000,173,71,Right,57,50,52,65,48,64
Jules Petit,23,France,Cagliari,Serie A,RW,67,64,8710000,1000,172,68,Left,81,66,63,62,38,57
Riccardo Romano,33,Italy,Cagliari,Serie A,CF,59,72,4720000,1000,190,80,Left,56,55,53,62,42,60
Jules Claes,29,Belgium,Cagliari,Serie A,ST,58,57,6960000,1000,185,79,Left,68,69,65,59,43,61
Arthur Ferreira,23,Brazil,Cagliari,Serie A,ST,68,67,8840000,1000,178,68,Left,71,79,58,75,49,63
Benicio López,22,Argentina,Cagliari,Serie A,ST,65,74,8830250,1000,191,83,Right,62,80,59,75,40,63
Davi Souza,35,Brazil,Frosinone,Serie A,GK,59,69,3540000,1000,196,93,Right,46,44,57,47,65,63
Sem Smit,25,Netherlands,Frosinone,Serie A,GK,57,60,7410000,1000,194,90,Left,32,36,55,41,57,47
Juan Pérez,26,Argentina,Frosinone,Serie A,CB,64,76,8320000,1000,188,77,Left,55,52,58,63,72,74
Finn Meyer,32,Germany,Frosinone,Serie A,CB,52,66,4680000,1000,190,82,Right,50,31,44,41,65,50
Adam Richard,21,France,Frosinone,Serie A,CB,57,56,7372950,1000,195,86,Right,62,46,64,42,61,63
Tomás Ferreira,26,Portugal,Frosinone,Serie A,CB,55,66,7150000,1000,187,74,Right,45,36,52,60,69,54
Mateo Pérez,29,Spain,Frosinone,Serie A,LB,56,58,6720000,1000,176,77,Right,50,32,64,49,61,53
Thiago Pérez,33,Argentina,Frosinone,Serie A,LB,66,61,5280000,1000,182,74,Right,76,48,60,67,74,67
William Johnson,23,England,Frosinone,Serie A,RB,56,51,7280000,1000,171,67,Right,54,35,58,49,68,57
Lorenzo Colombo,34,Italy,Frosinone,Serie A,RB,66,79,4620000,1000,182,68,Right,61,58,75,63,76,63
Gabriele Rossi,34,Italy,Frosinone,Serie A,CDM,62,77,4340000,1000,193,86,Right,61,60,76,56,52,74
Pedro Rodrigues,30,Brazil,Frosinone,Serie A,CDM,53,51,5830000,1000,186,76,Right,54,40,66,49,54,49
William Johnson,26,England,Frosinone,Serie A,CM,61,68,7930000,1000,173,75,Right,52,63,57,57,67,72
Arthur Mertens,25,Belgium,Frosinone,Serie A,CM,54,50,7020000,1000,179,67,Right,51,41,60,56,56,65
Arthur Souza,34,Brazil,Frosinone,Serie A,CM,62,63,4340000,1000,173,68,Right,58,62,66,66,62,68
Noah Van Dijk,21,Netherlands,Frosinone,Serie A,CAM,52,50,6692400,1000,182,78,Right,56,56,50,62,46,54
Gabriel Bernard,30,France,Frosinone,Serie A,CAM,53,52,5830000,1000,184,73,Right,54,58,51,61,35,41
Pedro Alves,33,Brazil,Frosinone,Serie A,LM,68,76,5440000,1000,173,62,Right,78,70,77,74,54,59
Noah Schmidt,28,Germany,Frosinone,Serie A,RM,53,58,6890000,1000,170,68,Right,54,54,54,56,44,58
Daan Jansen,26,Netherlands,Frosinone,Serie A,LW,62,71,8060000,1000,174,72,Left,68,59,59,75,52,70
Lucas Bakker,22,Netherlands,Frosinone,Serie A,RW,64,71,8611200,1000,174,64,Right,74,64,71,60,36,64
Sem Smit,27,Netherlands,Frosinone,Serie A,CF,67,81,8710000,1000,191,82,Left,68,57,61,78,47,63
Elias Schneider,27,Germany,Frosinone,Serie A,ST,64,72,8320000,1000,187,80,Right,69,56,74,70,35,59
Gael Ferreira,24,Brazil,Frosinone,Serie A,ST,65,63,8450000,1000,181,67,Right,74,61,55,77,53,70
Max Becker,32,Germany,Frosinone,Serie A,ST,59,71,5310000,1000,191,81,Right,69,64,63,57,32,65
Raphaël Richard,25,France,Salernitana,Serie A,GK,67,82,8710000,1000,197,88,Left,43,37,66,49,61,59
Oliver Jones,25,England,Salernitana,Serie A,GK,58,62,7540000,1000,194,94,Left,34,39,58,52,63,51
Jules Janssens,31,Belgium,Salernitana,Serie A,CB,67,65,6700000,1000,189,86,Right,76,55,68,64,74,76
Bruno González,30,Argentina,Salernitana,Serie A,CB,64,75,7040000,1000,186,78,Right,62,39,54,68,70,63
Jonas Schneider,31,Germany,Salernitana,Serie A,CB,64,70,6400000,1000,186,86,Right,60,44,58,51,77,61
Louis Martin,28,France,Salernitana,Serie A,CB,52,58,6760000,1000,194,88,Right,49,40,43,40,57,62
Noah Janssens,26,Belgium,Salernitana,Serie A,LB,53,51,6890000,1000,171,60,Right,47,41,43,38,64,49
Noah Meyer,29,Germany,Salernitana,Serie A,LB,58,61,6960000,1000,184,80,Right,62,50,54,50,63,62
Levi Jansen,28,Netherlands,Salernitana,Serie A,RB,54,68,7020000,1000,175,65,Right,62,41,59,57,51,57
Felipe Pérez,31,Argentina,Salernitana,Serie A,RB,64,68,6400000,1000,177,68,Left,60,41,69,53,72,72
Gael Oliveira,25,Brazil,Salernitana,Serie A,CDM,64,76,8320000,1000,188,82,Right,59,64,63,63,54,60
Oliver Smith,29,England,Salernitana,Serie A,CDM,64,60,7680000,1000,184,79,Right,66,49,69,56,72,59
Milan Bakker,24,Netherlands,Salernitana,Serie A,CM,56,66,7280000,1000,173,72,Right,52,42,71,52,53,61
Felipe Pérez,30,Argentina,Salernitana,Serie A,CM,58,53,6380000,1000,172,60,Left,49,61,54,64,67,71
Francesco Ricci,29,Italy,Salernitana,Serie A,CM,55,50,6600000,1000,179,67,Left,52,50,58,47,55,67
Adam Peeters,30,Belgium,Salernitana,Serie A,CAM,59,55,6490000,1000,178,72,Right,68,62,67,56,46,57
Juan González,29,Argentina,Salernitana,Serie A,CAM,54,53,6480000,1000,174,74,Right,51,55,67,58,48,47
Afonso Pereira,32,Portugal,Salernitana,Serie A,LM,59,56,5310000,1000,172,60,Right,60,56,54,73,52,59
Riccardo Bianchi,23,Italy,Salernitana,Serie A,RM,55,67,7150000,1000,173,69,Left,63,64,57,65,48,51
William Miller,32,England,Salernitana,Serie A,LW,67,75,6030000,1000,185,74,Right,77,72,69,66,53,74
Gabriele Esposito,26,Italy,Salernitana,Serie A,RW,68,74,8840000,1000,170,60,Right,83,70,78,68,52,70
Ben Schneider,27,Germany,Salernitana,Serie A,CF,65,73,8450000,1000,185,71,Right,66,69,75,72,37,67
Gael Oliveira,28,Brazil,Salernitana,Serie A,ST,52,61,6760000,1000,182,75,Right,65,59,45,51,32,52
Victor Goossens,27,Belgium,Salernitana,Serie A,ST,56,64,7280000,1000,183,84,Right,60,46,63,57,43,57
Noah Jansen,20,Netherlands,Salernitana,Serie A,ST,54,58,6609600,1000,179,80,Left,61,54,59,66,42,50
Noah Maes,32,Belgium,Paris Saint-Germain,Ligue 1,GK,81,88,7290000,1000,196,83,Right,70,53,86,64,80,84
James Davis,35,England,Paris Saint-Germain,Ligue 1,GK,71,66,4260000,1000,190,84,Right,51,55,73,66,72,75
Jack Smith,33,England,Paris Saint-Germain,Ligue 1,CB,74,87,5920000,1000,186,72,Left,67,53,74,79,69,71
James De Jong,28,Netherlands,Paris Saint-Germain,Ligue 1,CB,78,78,10140000,1000,192,77,Right,88,72,79,67,78,78
Lorenzo Colombo,30,Italy,Paris Saint-Germain,Ligue 1,CB,76,74,8360000,1000,193,78,Right,71,52,66,76,91,77
Oliver Jones,33,England,Paris Saint-Germain,Ligue 1,CB,75,82,6000000,1000,193,91,Left,73,68,79,71,77,85
Gabriel Richard,28,France,Paris Saint-Germain,Ligue 1,LB,72,87,9360000,1000,178,74,Right,81,58,75,72,75,68
Thiago Fernández,26,Argentina,Paris Saint-Germain,Ligue 1,LB,79,82,10270000,1000,181,74,Right,79,56,77,76,94,87
James Jansen,34,Netherlands,Paris Saint-Germain,Ligue 1,RB,86,87,6020000,1000,178,71,Right,93,68,87,91,98,94
Noah Becker,24,Germany,Paris Saint-Germain,Ligue 1,RB,83,90,10790000,1000,179,76,Left,77,58,87,83,89,93
Harry Brown,23,England,Paris Saint-Germain,Ligue 1,CDM,83,97,10790000,1000,191,82,Right,81,77,85,86,92,88
Noah Jansen,21,Netherlands,Paris Saint-Germain,Ligue 1,CDM,79,84,10526750,1000,195,81,Right,70,83,79,86,77,86
Miguel Silva,21,Portugal,Paris Saint-Germain,Ligue 1,CM,84,85,10974599,1000,178,70,Right,80,87,80,88,88,86
Miguel Pereira,25,Portugal,Paris Saint-Germain,Ligue 1,CM,81,96,10530000,1000,170,65,Right,71,68,89,75,81,93
Arthur Ferreira,21,Brazil,Paris Saint-Germain,Ligue 1,CM,74,89,10341500,1000,170,67,Right,64,64,86,67,73,75
Heitor Santos,23,Brazil,Paris Saint-Germain,Ligue 1,CAM,84,98,10920000,1000,178,72,Left,94,93,89,85,66,72
Lucas Fernández,31,Spain,Paris Saint-Germain,Ligue 1,CAM,81,94,8100000,1000,170,66,Left,88,82,81,90,69,70
James Smit,23,Netherlands,Paris Saint-Germain,Ligue 1,LM,81,79,10530000,1000,171,69,Right,83,87,82,93,72,77
Jules Bernard,25,France,Paris Saint-Germain,Ligue 1,RM,83,79,10790000,1000,172,66,Right,81,75,93,87,74,79
Heitor Pereira,31,Brazil,Paris Saint-Germain,Ligue 1,LW,71,79,7100000,1000,174,76,Left,83,64,74,80,47,68
Rodrigo Martins,21,Portugal,Paris Saint-Germain,Ligue 1,RW,74,71,9475700,1000,180,82,Right,82,87,69,82,52,67
Noah Müller,29,Germany,Paris Saint-Germain,Ligue 1,CF,78,89,9360000,1000,179,80,Right,78,68,86,92,49,81
Louis Janssens,29,Belgium,Paris Saint-Germain,Ligue 1,ST,83,85,9960000,1000,178,72,Right,97,83,75,91,68,74
Jules Martin,31,France,Paris Saint-Germain,Ligue 1,ST,80,94,8000000,1000,191,80,Left,88,84,77,78,55,76
Louis Martin,24,France,Paris Saint-Germain,Ligue 1,ST,86,92,11180000,1000,191,78,Right,90,96,80,82,60,87
Louis Claes,27,Belgium,Monaco,Ligue 1,GK,75,71,9750000,1000,189,80,Right,57,48,67,63,69,80
Davi Pereira,29,Brazil,Monaco,Ligue 1,GK,78,78,9360000,1000,187,76,Right,63,57,81,58,77,76
Francesco Esposito,31,Italy,Monaco,Ligue 1,CB,73,75,7300000,1000,189,86,Left,65,49,83,63,86,83
Lourenço Santos,26,Portugal,Monaco,Ligue 1,CB,64,72,8320000,1000,185,74,Right,68,58,58,61,69,61
Santiago Ferreira,29,Portugal,Monaco,Ligue 1,CB,67,75,8040000,1000,185,73,Right,58,58,72,59,81,66
Paul Fischer,27,Germany,Monaco,Ligue 1,CB,66,71,8580000,1000,190,82,Right,70,54,71,54,61,72
Elias Becker,21,Germany,Monaco,Ligue 1,LB,78,93,10900500,1000,179,77,Right,87,55,79,69,74,81
Jules Martin,21,France,Monaco,Ligue 1,LB,69,64,8745750,1000,174,73,Right,75,51,76,69,81,65
Mattia Romano,21,Italy,Monaco,Ligue 1,RB,69,83,9597900,1000,180,79,Right,71,45,66,74,65,72
Jack Jones,27,England,Monaco,Ligue 1,RB,78,84,10140000,1000,179,68,Right,72,60,81,80,89,76
William Brown,34,England,Monaco,Ligue 1,CDM,68,77,4760000,1000,185,73,Left,68,56,70,65,66,75
William Jones,23,England,Monaco,Ligue 1,CDM,68,63,8840000,1000,184,77,Right,63,64,70,63,59,80
Francesco Colombo,29,Italy,Monaco,Ligue 1,CM,67,82,8040000,1000,183,76,Right,57,59,79,75,59,82
Santiago Martins,30,Portugal,Monaco,Ligue 1,CM,64,73,7040000,1000,179,81,Right,69,54,60,55,54,70
Paul Weber,32,Germany,Monaco,Ligue 1,CM,67,63,6030000,1000,185,71,Right,60,65,69,65,74,73
George Johnson,23,England,Monaco,Ligue 1,CAM,70,79,9100000,1000,170,69,Left,68,78,67,84,58,75
Jules Robert,26,France,Monaco,Ligue 1,CAM,77,91,10010000,1000,185,75,Right,84,78,82,84,60,81
Elias Wagner,28,Germany,Monaco,Ligue 1,LM,66,68,8580000,1000,184,84,Right,64,72,77,74,50,64
Andrea Colombo,22,Italy,Monaco,Ligue 1,RM,68,75,9149400,1000,182,82,Right,70,58,74,74,63,59
Lourenço Costa,28,Portugal,Monaco,Ligue 1,LW,80,90,10400000,1000,179,67,Left,79,76,90,84,62,72
Lucas Petit,26,France,Monaco,Ligue 1,RW,69,79,8970000,1000,183,75,Right,70,59,68,67,41,73
Bautista López,23,Argentina,Monaco,Ligue 1,CF,67,73,8710000,1000,180,76,Right,69,60,76,74,54,70
Gabriele Bianchi,27,Italy,Monaco,Ligue 1,ST,64,67,8320000,1000,184,80,Right,76,72,66,77,50,69
Jack Miller,28,England,Monaco,Ligue 1,ST,71,66,9230000,1000,178,73,Right,73,76,80,86,48,73
Francesco Romano,29,Italy,Monaco,Ligue 1,ST,69,68,8280000,1000,190,79,Right,84,64,74,65,51,69
Louis Mertens,24,Belgium,Marseille,Ligue 1,GK,65,68,8450000,1000,186,84,Right,44,38,52,59,60,59
Lucas Bakker,30,Netherlands,Marseille,Ligue 1,GK,67,78,7370000,1000,191,76,Left,45,51,70,59,77,58
Martim Rodrigues,29,Portugal,Marseille,Ligue 1,CB,80,95,9600000,1000,187,88,Right,88,74,84,84,94,76
Gael Oliveira,22,Brazil,Marseille,Ligue 1,CB,79,77,10167300,1000,184,78,Right,82,64,82,75,90,77
Daan De Jong,27,Netherlands,Marseille,Ligue 1,CB,66,76,8580000,1000,186,82,Right,63,44,69,57,64,66
Victor Willems,34,Belgium,Marseille,Ligue 1,CB,75,84,5250000,1000,185,84,Left,78,69,74,79,83,76
Lourenço Santos,30,Portugal,Marseille,Ligue 1,LB,70,81,7700000,1000,171,70,Right,65,46,63,61,85,65
Lourenço Martins,28,Portugal,Marseille,Ligue 1,LB,75,76,9750000,1000,175,65,Right,72,56,78,63,77,72
Martim Oliveira,30,Portugal,Marseille,Ligue 1,RB,65,61,7150000,1000,179,67,Left,70,45,74,61,69,71
Milan Van Dijk,26,Netherlands,Marseille,Ligue 1,RB,77,79,10010000,1000,173,64,Right,75,58,86,82,76,76
Davi Santos,28,Brazil,Marseille,Ligue 1,CDM,72,69,9360000,1000,192,82,Right,64,77,75,77,75,72
Lucas Fernández,27,Spain,Marseille,Ligue 1,CDM,65,63,8450000,1000,194,91,Left,63,61,68,58,61,77
Jules Thomas,22,France,Marseille,Ligue 1,CM,74,81,9956700,1000,176,64,Right,71,59,84,83,76,85
Miguel Alves,32,Brazil,Marseille,Ligue 1,CM,73,79,6570000,1000,184,74,Right,71,59,85,82,82,73
Pablo Pérez,31,Spain,Marseille,Ligue 1,CM,70,75,7000000,1000,172,72,Right,62,57,71,66,79,80
Gabriele Ricci,21,Italy,Marseille,Ligue 1,CAM,79,78,10218650,1000,173,75,Right,81,78,74,79,68,68
Ben Weber,22,Germany,Marseille,Ligue 1,CAM,80,82,10504000,1000,171,71,Right,82,75,82,88,70,74
William Johnson,31,England,Marseille,Ligue 1,LM,73,77,7300000,1000,178,70,Right,76,67,68,73,61,65
Miguel Rodrigues,28,Brazil,Marseille,Ligue 1,RM,77,83,10010000,1000,172,62,Right,85,69,82,85,65,62
Liam Janssens,24,Belgium,Marseille,Ligue 1,LW,79,85,10270000,1000,176,65,Left,88,70,79,83,69,73
Jules Bernard,30,France,Marseille,Ligue 1,RW,65,76,7150000,1000,175,74,Left,62,55,75,66,45,67
Theo Oliveira,32,Brazil,Marseille,Ligue 1,CF,69,65,6210000,1000,188,79,Left,79,71,71,77,57,72
Adam Maes,29,Belgium,Marseille,Ligue 1,ST,75,77,9000000,1000,181,79,Left,88,73,67,72,65,82
Leonardo Esposito,32,Italy,Marseille,Ligue 1,ST,73,72,6570000,1000,182,72,Right,68,75,76,73,59,69
Adam Thomas,23,France,Marseille,Ligue 1,ST,73,84,9490000,1000,186,79,Left,76,69,78,79,46,79
Benicio López,34,Argentina,Rennes,Ligue 1,GK,61,72,4270000,1000,198,94,Right,41,40,53,46,63,55
Milan Jansen,23,Netherlands,Rennes,Ligue 1,GK,74,77,9620000,1000,191,86,Left,60,49,76,65,83,72
Afonso Costa,30,Portugal,Rennes,Ligue 1,CB,73,87,8030000,1000,189,84,Right,69,58,82,61,83,80
Miguel Rodrigues,28,Brazil,Rennes,Ligue 1,CB,63,75,8190000,1000,191,82,Left,54,56,71,58,66,62
Noud Van Dijk,25,Netherlands,Rennes,Ligue 1,CB,69,83,8970000,1000,193,90,Right,71,60,72,67,78,72
Afonso Martins,32,Portugal,Rennes,Ligue 1,CB,63,72,5670000,1000,194,79,Right,71,39,55,56,77,72
Martín García,33,Spain,Rennes,Ligue 1,LB,66,77,5280000,1000,178,79,Left,66,53,71,62,74,74
Miguel Ferreira,22,Brazil,Rennes,Ligue 1,LB,76,84,10275200,1000,170,61,Right,81,60,74,79,76,77
Louis Richard,30,France,Rennes,Ligue 1,RB,73,86,8030000,1000,180,67,Right,73,48,83,68,81,81
Louis Goossens,26,Belgium,Rennes,Ligue 1,RB,69,65,8970000,1000,174,69,Left,76,57,61,69,81,69
Gabriel Santos,25,Brazil,Rennes,Ligue 1,CDM,61,60,7930000,1000,188,75,Right,58,63,66,66,64,61
Bruno Rodríguez,31,Argentina,Rennes,Ligue 1,CDM,73,75,7300000,1000,191,85,Right,70,71,85,64,75,74
Davi Souza,21,Brazil,Rennes,Ligue 1,CM,62,57,7858500,1000,172,63,Right,64,66,67,54,71,77
Leonardo Bianchi,31,Italy,Rennes,Ligue 1,CM,76,82,7600000,1000,174,76,Right,77,77,83,81,67,77
Noah Pérez,23,Argentina,Rennes,Ligue 1,CM,61,62,7930000,1000,183,75,Right,60,55,62,71,70,64
Benicio Fernández,24,Argentina,Rennes,Ligue 1,CAM,63,75,8190000,1000,172,63,Left,65,64,72,71,45,63
Charlie Brown,34,England,Rennes,Ligue 1,CAM,63,72,4410000,1000,179,74,Right,72,67,71,63,56,52
Felipe Pérez,28,Argentina,Rennes,Ligue 1,LM,70,66,9100000,1000,185,86,Right,80,71,84,73,59,75
Mattia Romano,23,Italy,Rennes,Ligue 1,RM,71,72,9230000,1000,184,84,Right,66,68,81,78,65,69
Noud Bakker,20,Netherlands,Rennes,Ligue 1,LW,68,67,8119200,1000,170,73,Right,77,69,60,72,57,72
Heitor Rodrigues,21,Brazil,Rennes,Ligue 1,RW,62,67,8261499,1000,185,77,Right,63,53,71,75,33,53
Harry Smith,33,England,Rennes,Ligue 1,CF,73,79,5840000,1000,184,81,Right,84,67,70,77,51,73
Andrea Colombo,25,Italy,Rennes,Ligue 1,ST,67,72,8710000,1000,180,73,Right,66,70,70,63,57,57
Harry Wilson,20,England,Rennes,Ligue 1,ST,62,59,7328400,1000,178,72,Right,75,76,63,70,34,54
Jules Willems,21,Belgium,Rennes,Ligue 1,ST,62,74,8543600,1000,179,76,Right,63,75,66,65,44,65
Mateo López,30,Spain,Lille,Ligue 1,GK,74,82,8140000,1000,187,86,Right,64,44,67,68,82,77
Benicio Gómez,34,Argentina,Lille,Ligue 1,GK,60,66,4200000,1000,189,86,Right,45,41,45,42,58,55
Lorenzo Rossi,32,Italy,Lille,Ligue 1,CB,65,78,5850000,1000,194,84,Right,68,49,55,60,68,75
Gabriele Ferrari,23,Italy,Lille,Ligue 1,CB,62,65,8060000,1000,183,80,Left,58,39,69,59,69,58
Arthur Robert,28,France,Lille,Ligue 1,CB,67,68,8710000,1000,191,78,Right,71,58,67,57,70,76
Lucas Dubois,21,France,Lille,Ligue 1,CB,66,71,8794500,1000,192,85,Right,59,41,61,58,77,76
Andrea Russo,29,Italy,Lille,Ligue 1,LB,73,81,8760000,1000,179,81,Right,72,51,69,60,74,79
Leo García,23,Spain,Lille,Ligue 1,LB,71,82,9230000,1000,181,73,Right,74,56,78,58,77,72
Lucas Maes,32,Belgium,Lille,Ligue 1,RB,63,73,5670000,1000,180,77,Right,72,39,71,64,67,60
Noah Meyer,26,Germany,Lille,Ligue 1,RB,76,74,9880000,1000,182,82,Right,85,56,72,78,77,74
Louis Mertens,29,Belgium,Lille,Ligue 1,CDM,62,74,7440000,1000,194,80,Right,53,53,74,54,60,69
Mattia Ferrari,32,Italy,Lille,Ligue 1,CDM,65,69,5850000,1000,185,74,Right,66,68,74,62,56,78
Lucas Rodríguez,29,Spain,Lille,Ligue 1,CM,70,69,8400000,1000,185,77,Right,62,57,74,72,62,71
Francesco Romano,31,Italy,Lille,Ligue 1,CM,71,77,7100000,1000,176,64,Left,71,63,67,67,62,75
Gabriel Durand,28,France,Lille,Ligue 1,CM,62,60,8060000,1000,171,71,Right,61,57,67,66,65,70
Mattia Romano,25,Italy,Lille,Ligue 1,CAM,63,75,8190000,1000,175,65,Left,71,72,77,66,53,52
Thomas Jones,31,England,Lille,Ligue 1,CAM,62,76,6200000,1000,173,60,Right,60,64,77,69,44,47
Oliver Williams,31,England,Lille,Ligue 1,LM,68,67,6800000,1000,173,72,Right,67,71,79,67,52,55
Martim Martins,23,Portugal,Lille,Ligue 1,RM,72,86,9360000,1000,182,72,Left,73,82,75,82,54,57
George Brown,22,England,Lille,Ligue 1,LW,71,81,9691500,1000,174,65,Right,86,75,62,72,46,65
James Wilson,24,England,Lille,Ligue 1,RW,70,84,9100000,1000,185,75,Right,71,77,74,68,44,79
Arthur Rodrigues,26,Brazil,Lille,Ligue 1,CF,65,61,8450000,1000,183,69,Right,64,75,71,72,35,67
Harry Smith,22,England,Lille,Ligue 1,ST,65,68,8576750,1000,178,78,Right,69,70,63,74,47,74
Miguel Silva,24,Brazil,Lille,Ligue 1,ST,62,77,8060000,1000,186,82,Right,69,74,60,63,33,55
Noah Martínez,26,Argentina,Lille,Ligue 1,ST,64,66,8320000,1000,186,87,Right,75,70,68,71,45,67
Louis Janssens,26,Belgium,Nice,Ligue 1,GK,72,68,9360000,1000,198,87,Left,47,44,60,58,79,74
Harry Wilson,32,England,Nice,Ligue 1,GK,68,77,6120000,1000,187,73,Left,43,44,63,51,66,68
Alessandro Bianchi,25,Italy,Nice,Ligue 1,CB,62,75,8060000,1000,194,82,Right,66,55,53,58,64,66
Miguel Costa,30,Portugal,Nice,Ligue 1,CB,71,68,7810000,1000,194,92,Right,67,66,62,74,76,73
